timestamp,machine_name,gpu_info,gpu_memory,platform,model,trial,latency_s,completion_tokens,tokens_per_sec,sample_output
2025-09-27T13:20:04.982429,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,1,2.0333142280578613,0,0,
2025-09-27T13:20:07.028770,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,2,2.045964002609253,0,0,
2025-09-27T13:20:09.112264,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,3,2.0825400352478027,0,0,
2025-09-27T13:20:11.162727,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,4,2.0487639904022217,0,0,
2025-09-27T13:20:13.236849,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-1b,5,2.0731515884399414,0,0,
2025-09-27T13:20:15.553806,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,phi-3-mini-4k-instruct,1,2.054908037185669,0,0,
2025-09-27T13:20:17.620773,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,phi-3-mini-4k-instruct,2,2.0656611919403076,0,0,
2025-09-27T13:20:19.668019,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,phi-3-mini-4k-instruct,3,2.0456430912017822,0,0,
2025-09-27T13:20:21.718336,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,phi-3-mini-4k-instruct,4,2.0483150482177734,0,0,
2025-09-27T13:20:23.772028,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,phi-3-mini-4k-instruct,5,2.0521767139434814,0,0,
2025-09-27T13:20:26.059496,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,microsoft/phi-4-mini-reasoning:2,1,2.058234930038452,0,0,
2025-09-27T13:20:28.140133,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,microsoft/phi-4-mini-reasoning:2,2,2.0797040462493896,0,0,
2025-09-27T13:20:30.202952,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,microsoft/phi-4-mini-reasoning:2,3,2.0617899894714355,0,0,
2025-09-27T13:20:32.260259,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,microsoft/phi-4-mini-reasoning:2,4,2.055513381958008,0,0,
2025-09-27T13:20:34.310408,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,microsoft/phi-4-mini-reasoning:2,5,2.049060106277466,0,0,
2025-09-27T13:20:36.614799,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen/qwen3-4b-thinking-2507,1,2.0549306869506836,0,0,
2025-09-27T13:20:38.680895,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen/qwen3-4b-thinking-2507,2,2.0644524097442627,0,0,
2025-09-27T13:20:40.753162,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen/qwen3-4b-thinking-2507,3,2.07019305229187,0,0,
2025-09-27T13:20:42.822278,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen/qwen3-4b-thinking-2507,4,2.0673158168792725,0,0,
2025-09-27T13:20:44.888654,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen/qwen3-4b-thinking-2507,5,2.06557297706604,0,0,
2025-09-27T13:20:47.253469,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-4b,1,2.0528066158294678,0,0,
2025-09-27T13:20:49.350363,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-4b,2,2.095311403274536,0,0,
2025-09-27T13:20:51.397012,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-4b,3,2.0451600551605225,0,0,
2025-09-27T13:20:53.442986,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-4b,4,2.0443248748779297,0,0,
2025-09-27T13:20:55.495550,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,google/gemma-3-4b,5,2.0510106086730957,0,0,
2025-09-27T13:20:57.852155,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,fusechat-gemma-2-9b-instruct,1,2.0533909797668457,0,0,
2025-09-27T13:20:59.890601,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,fusechat-gemma-2-9b-instruct,2,2.0367391109466553,0,0,
2025-09-27T13:21:01.933957,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,fusechat-gemma-2-9b-instruct,3,2.0426886081695557,0,0,
2025-09-27T13:21:04.003803,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,fusechat-gemma-2-9b-instruct,4,2.06793475151062,0,0,
2025-09-27T13:21:06.072079,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,fusechat-gemma-2-9b-instruct,5,2.0663633346557617,0,0,
2025-09-27T13:21:08.380652,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,mistralai/mistral-7b-instruct-v0.3,1,2.0568807125091553,0,0,
2025-09-27T13:21:10.429715,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,mistralai/mistral-7b-instruct-v0.3,2,2.0475804805755615,0,0,
2025-09-27T13:21:12.503879,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,mistralai/mistral-7b-instruct-v0.3,3,2.0727059841156006,0,0,
2025-09-27T13:21:14.568748,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,mistralai/mistral-7b-instruct-v0.3,4,2.06319522857666,0,0,
2025-09-27T13:21:16.631158,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,mistralai/mistral-7b-instruct-v0.3,5,2.060931921005249,0,0,
2025-09-27T13:21:18.989748,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct,1,2.0487396717071533,0,0,
2025-09-27T13:21:21.054311,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct,2,2.06341552734375,0,0,
2025-09-27T13:21:23.134049,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct,3,2.0783767700195312,0,0,
2025-09-27T13:21:25.206004,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct,4,2.0703020095825195,0,0,
2025-09-27T13:21:27.266809,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct,5,2.059154510498047,0,0,
2025-09-27T13:21:29.689856,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct:2,1,2.050206422805786,0,0,
2025-09-27T13:21:31.760859,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct:2,2,2.070495367050171,0,0,
2025-09-27T13:21:33.847356,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct:2,3,2.0857350826263428,0,0,
2025-09-27T13:21:35.900218,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct:2,4,2.051281690597534,0,0,
2025-09-27T13:21:37.964591,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,meta-llama-3.1-8b-instruct:2,5,2.0636889934539795,0,0,
2025-09-27T13:21:40.348684,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen2-vl-7b-instruct,1,2.051269054412842,0,0,
2025-09-27T13:21:42.402162,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen2-vl-7b-instruct,2,2.0516674518585205,0,0,
2025-09-27T13:21:44.447331,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen2-vl-7b-instruct,3,2.0427873134613037,0,0,
2025-09-27T13:21:46.493955,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen2-vl-7b-instruct,4,2.045700788497925,0,0,
2025-09-27T13:21:48.541382,MSI,NVIDIA GeForce RTX 4050 Laptop GPU,6141MB,Windows-11-10.0.26100-SP0,qwen2-vl-7b-instruct,5,2.0460660457611084,0,0,
